time,tavg,prcp,wdir,wspd,pres
2019-10-07,13.1,11.4,204.0,11.3,1015.4
2019-10-08,13.6,6.9,217.0,18.9,1009.4
2019-10-09,11.2,0.8,212.0,23.1,1008.1
2019-10-10,12.5,12.2,215.0,19.4,1013.2
2019-10-11,15.1,0.3,192.0,27.3,1012.6
2019-10-12,15.7,0.0,188.0,20.5,1009.4
2019-10-13,17.0,0.8,184.0,18.9,1007.7
2019-10-14,16.4,1.5,134.0,12.8,1008.7
2019-10-15,14.1,0.5,189.0,14.7,1006.2
2019-10-16,13.2,0.5,181.0,21.9,1007.2
2019-10-17,13.1,13.7,192.0,15.5,1008.8
2019-10-18,13.2,2.0,191.0,26.2,1005.3
2019-10-19,12.3,4.3,183.0,16.8,1004.2
2019-10-20,11.2,0.3,53.0,8.9,1007.9
2019-10-21,12.1,8.1,154.0,15.0,1013.6
2019-10-22,12.6,0.5,200.0,8.0,1023.3
2019-10-23,13.6,0.3,60.0,12.1,1014.5
2019-10-24,15.0,0.0,175.0,21.1,1007.3
2019-10-25,12.9,1.5,185.0,22.6,1016.8
2019-10-26,16.2,0.3,187.0,28.8,1013.3
2019-10-27,9.5,3.6,310.0,13.1,1021.1
2019-10-28,7.6,0.3,27.0,6.3,1023.8
2019-10-29,9.0,0.0,48.0,16.4,1024.0
2019-10-30,6.7,0.0,56.0,16.4,1024.7
2019-10-31,5.6,0.3,66.0,9.6,1020.0
2019-11-01,10.7,0.0,159.0,14.6,1004.8
2019-11-02,13.3,4.3,199.0,32.0,988.9
2019-11-03,10.3,1.0,184.0,14.3,983.9
2019-11-04,10.6,5.8,190.0,19.1,987.4
2019-11-05,9.1,2.3,199.0,9.9,995.7
2019-11-06,8.6,0.3,244.0,8.7,1002.8
2019-11-07,7.7,2.3,172.0,18.8,996.5
2019-11-08,4.3,5.8,192.0,8.5,1005.5
2019-11-09,5.6,0.5,201.0,12.3,1008.2
2019-11-10,4.8,0.3,65.0,9.8,1010.7
2019-11-11,6.2,0.3,189.0,20.1,1005.2
2019-11-12,5.3,2.8,200.0,23.8,1001.0
2019-11-13,7.1,1.3,209.0,14.3,1000.4
2019-11-14,5.4,3.0,125.0,17.2,998.1
2019-11-15,4.4,1.0,42.0,16.3,1000.0
2019-11-16,5.1,0.0,127.0,11.2,1006.8
2019-11-17,5.1,0.0,51.0,8.0,1010.9
2019-11-18,5.5,0.0,280.0,11.9,1011.4
2019-11-19,3.3,2.5,223.0,8.3,1017.8
2019-11-20,1.6,0.3,94.0,9.9,1015.5
2019-11-21,2.3,0.0,96.0,11.9,1006.4
2019-11-22,8.1,0.5,129.0,18.5,1000.3
2019-11-23,8.7,1.5,92.0,15.9,995.3
2019-11-24,7.0,0.5,161.0,8.9,1005.7
2019-11-25,8.4,0.0,148.0,15.4,1006.9
2019-11-26,10.9,0.3,166.0,19.8,1000.9
2019-11-27,10.5,9.9,181.0,30.1,987.9
2019-11-28,9.9,5.8,240.0,25.9,994.6
2019-11-29,6.6,4.8,308.0,9.7,1012.8
2019-11-30,2.6,0.5,83.0,8.6,1022.4
2019-12-01,2.8,0.3,26.0,19.1,1019.8
2019-12-02,2.3,0.0,287.0,9.0,1028.6
2019-12-03,1.5,0.3,184.0,4.7,1029.1
2019-12-04,0.7,0.3,89.0,4.4,1022.2
2019-12-05,-0.4,0.3,190.0,11.3,1021.6
2019-12-06,5.6,1.5,191.0,30.1,1011.6
2019-12-07,8.9,6.4,222.0,16.9,1014.1
2019-12-08,9.4,0.8,213.0,31.9,1004.9
2019-12-09,6.8,5.1,263.0,29.7,1006.3
2019-12-10,4.1,3.3,189.0,23.8,1021.5
2019-12-11,6.7,2.3,188.0,18.1,1007.7
2019-12-12,3.7,0.5,180.0,24.6,996.4
2019-12-13,6.6,8.9,231.0,27.2,979.7
2019-12-14,6.9,5.1,224.0,28.4,992.0
2019-12-15,7.5,6.1,199.0,26.1,999.8
2019-12-16,7.4,0.0,136.0,13.8,1003.2
2019-12-17,10.4,1.5,193.0,19.7,1000.3
2019-12-18,6.9,0.5,155.0,14.0,1012.7
2019-12-19,11.5,0.0,150.0,22.9,1003.8
2019-12-20,10.5,9.4,174.0,28.4,986.3
2019-12-21,8.1,4.3,168.0,25.7,986.0
2019-12-22,8.2,4.3,215.0,21.7,984.9
2019-12-23,8.2,5.1,236.0,19.6,1007.8
2019-12-24,9.2,1.5,215.0,25.1,1011.2
2019-12-25,6.5,5.1,270.0,13.5,1022.1
2019-12-26,4.4,0.0,138.0,13.5,1021.7
2019-12-27,7.9,6.4,22.0,10.6,1026.6
2019-12-28,5.6,0.0,110.0,6.5,1038.2
2019-12-29,1.6,0.0,149.0,9.0,1036.5
2019-12-30,2.5,0.3,174.0,12.8,1031.9
2019-12-31,2.3,0.0,92.0,7.6,1032.5
2020-01-01,1.6,0.0,137.0,13.5,1031.4
2020-01-02,4.4,0.3,166.0,16.4,1025.2
2020-01-03,8.4,0.0,234.0,23.3,1021.5
2020-01-04,4.8,3.3,257.0,13.4,1033.5
2020-01-05,6.5,0.0,203.0,8.6,1035.2
2020-01-06,5.4,0.0,177.0,14.6,1025.9
2020-01-07,6.9,0.0,193.0,16.8,1025.9
2020-01-08,11.3,0.0,205.0,15.7,1023.5
2020-01-09,12.1,0.0,186.0,28.9,1012.6
2020-01-10,7.3,,262.0,16.8,1020.9
2020-01-11,5.9,0.0,187.0,21.1,1030.3
2020-01-12,7.3,0.0,202.0,24.5,1022.7
2020-01-13,7.2,0.0,182.0,23.6,1015.6
2020-01-14,9.1,0.0,190.0,39.5,1004.5
2020-01-15,7.8,0.0,194.0,29.9,1011.2
2020-01-16,6.6,0.5,153.0,18.7,1021.3
2020-01-17,8.6,0.5,202.0,24.1,1015.7
2020-01-18,3.8,0.0,254.0,12.9,1026.6
2020-01-19,3.5,0.0,328.0,13.6,1040.3
2020-01-20,1.7,0.8,11.0,4.6,1047.6
2020-01-21,-0.1,0.3,65.0,4.0,1042.5
2020-01-22,1.1,0.3,80.0,6.4,1037.5
2020-01-23,3.2,0.3,62.0,11.7,1031.3
2020-01-24,1.0,0.0,171.0,6.7,1024.4
2020-01-25,1.7,0.0,159.0,9.4,1021.2
2020-01-26,5.5,0.0,166.0,16.8,1014.8
2020-01-27,8.3,1.5,190.0,23.2,1004.5
2020-01-28,5.5,7.4,225.0,29.8,997.4
2020-01-29,5.2,2.0,234.0,19.2,1009.8
2020-01-30,7.4,0.0,188.0,22.1,1008.6
2020-01-31,11.3,0.8,218.0,25.8,1009.8
2020-02-01,10.9,6.6,230.0,28.3,1007.1
2020-02-02,10.3,5.6,217.0,25.7,1010.6
2020-02-03,9.9,1.8,245.0,23.6,1013.9
2020-02-04,6.1,8.4,280.0,26.7,1019.3
2020-02-05,6.7,2.0,306.0,6.9,1035.5
2020-02-06,4.2,0.0,108.0,5.2,1032.6
2020-02-07,4.4,0.0,119.0,14.3,1023.5
2020-02-08,8.3,0.3,179.0,14.1,1018.8
2020-02-09,8.6,4.3,193.0,46.2,1004.9
2020-02-10,8.3,5.3,238.0,46.5,999.9
2020-02-11,6.5,4.6,249.0,37.3,1008.7
2020-02-12,5.6,0.0,229.0,23.2,1016.2
2020-02-13,6.9,2.5,201.0,28.8,1002.9
2020-02-14,7.7,9.1,219.0,16.1,1019.1
2020-02-15,10.1,0.0,181.0,30.9,1015.6
2020-02-16,12.4,2.3,200.0,46.6,1003.2
2020-02-17,8.2,7.6,222.0,32.7,1013.8
2020-02-18,7.1,4.3,218.0,29.3,1021.8
2020-02-19,6.4,5.3,239.0,21.9,1020.8
2020-02-20,8.3,2.3,208.0,30.9,1015.7
2020-02-21,6.1,3.3,217.0,22.9,1026.1
2020-02-22,8.3,0.0,214.0,30.8,1022.9
2020-02-23,10.6,0.3,239.0,34.9,1019.6
2020-02-24,9.1,1.8,208.0,25.7,1015.7
2020-02-25,7.3,1.3,243.0,27.9,1002.3
2020-02-26,4.6,4.6,259.0,25.1,1002.7
2020-02-27,2.9,0.5,223.0,20.0,1002.6
2020-02-28,3.9,9.4,182.0,22.1,1012.1
2020-02-29,8.3,4.6,201.0,35.5,993.1
2020-03-01,6.4,1.0,205.0,25.8,993.5
2020-03-02,5.9,0.5,212.0,18.2,990.7
2020-03-03,4.8,0.0,223.0,14.9,1003.4
2020-03-04,5.5,0.5,183.0,12.7,1009.8
2020-03-05,7.4,4.3,112.0,16.5,992.2
2020-03-06,6.4,19.3,302.0,24.7,1000.9
2020-03-07,6.3,0.5,221.0,15.6,1017.9
2020-03-08,7.8,0.0,197.0,26.5,1011.6
2020-03-09,7.9,2.0,232.0,22.0,1013.6
2020-03-10,10.7,16.3,226.0,35.7,1008.8
2020-03-11,12.4,5.1,231.0,30.8,1012.3
2020-03-12,9.3,6.4,237.0,34.7,1012.6
2020-03-13,7.6,0.0,243.0,21.7,1018.8
2020-03-14,7.2,,166.0,14.6,1018.6
2020-03-15,9.6,2.0,176.0,17.0,1013.0
2020-03-16,8.1,0.0,312.0,7.8,1020.0
2020-03-17,7.6,0.3,222.0,9.5,1029.8
2020-03-18,10.1,0.3,225.0,11.0,1027.4
2020-03-19,9.4,0.0,19.0,9.7,1025.0
2020-03-20,7.5,0.0,28.0,23.5,1025.4
2020-03-21,6.5,4.3,54.0,27.8,1024.7
2020-03-22,6.1,0.0,59.0,26.1,1025.8
2020-03-23,5.8,0.0,81.0,17.9,1028.3
2020-03-24,5.9,0.0,105.0,11.6,1028.1
2020-03-25,6.4,0.0,46.0,15.1,1024.6
2020-03-26,6.8,0.0,41.0,19.3,1020.9
2020-03-27,7.7,0.0,15.0,17.4,1019.8
2020-03-28,8.6,0.0,11.0,26.3,1023.0
2020-03-29,5.3,0.5,,,
2020-03-30,4.7,0.0,15.0,19.5,1031.9
2020-03-31,5.6,0.0,25.0,18.2,1029.1
2020-04-01,5.7,0.0,17.0,11.8,1023.1
2020-04-02,7.2,0.0,250.0,10.7,1016.2
2020-04-03,8.9,0.0,296.0,10.9,1017.4
2020-04-04,10.2,0.0,116.0,9.4,1021.9
2020-04-05,13.2,0.0,120.0,16.1,1017.9
2020-04-06,12.6,0.0,184.0,15.9,1018.8
2020-04-07,13.4,0.3,60.0,9.6,1028.6
2020-04-08,17.4,0.0,56.0,7.2,1024.0
2020-04-09,16.8,0.0,37.0,12.2,1024.0
2020-04-10,16.3,0.0,43.0,15.0,1024.7
2020-04-11,16.4,0.0,47.0,9.4,1022.6
2020-04-12,16.0,0.0,139.0,7.7,1016.0
2020-04-13,9.9,0.3,17.0,27.4,1020.4
2020-04-14,6.9,0.0,32.0,14.1,1027.4
2020-04-15,10.8,0.0,61.0,12.5,1023.1
2020-04-16,14.7,0.0,94.0,8.6,1016.0
2020-04-17,14.9,0.0,40.0,13.5,1014.9
2020-04-18,10.8,17.5,24.0,11.1,1015.6
2020-04-19,12.0,9.4,358.0,13.2,1017.6
2020-04-20,14.2,0.0,51.0,25.1,1014.7
2020-04-21,14.8,0.0,49.0,24.0,1013.7
2020-04-22,16.3,0.0,50.0,19.5,1016.6
2020-04-23,16.8,0.0,37.0,7.6,1018.1
2020-04-24,13.2,0.0,326.0,11.9,1015.2
2020-04-25,10.3,0.0,27.0,14.3,1014.5
2020-04-26,11.7,0.0,27.0,7.2,1012.1
2020-04-27,15.4,0.0,187.0,8.5,1007.7
2020-04-28,12.3,1.3,230.0,14.2,1003.9
2020-04-29,12.3,4.8,206.0,21.5,1004.6
2020-04-30,8.8,3.3,197.0,25.4,999.9
2020-05-01,8.3,4.3,222.0,24.8,1001.2
2020-05-02,11.2,0.5,263.0,17.7,1010.3
2020-05-03,10.9,0.0,135.0,7.2,1016.8
2020-05-04,12.9,0.5,354.0,13.8,1017.8
2020-05-05,11.3,0.0,47.0,21.4,1019.7
2020-05-06,12.9,0.0,46.0,14.3,1023.8
2020-05-07,14.9,0.0,86.0,7.7,1023.2
2020-05-08,16.8,0.0,48.0,8.2,1018.0
2020-05-09,18.8,0.0,58.0,11.5,1011.6
2020-05-10,15.1,1.3,35.0,13.6,1006.5
2020-05-11,9.4,1.5,19.0,37.6,1013.5
2020-05-12,8.7,0.0,20.0,10.1,1019.8
2020-05-13,9.2,0.0,359.0,14.9,1014.6
2020-05-14,9.4,0.0,27.0,23.5,1019.5
2020-05-15,11.1,0.0,21.0,18.6,1022.2
2020-05-16,11.8,0.0,291.0,10.5,1024.0
2020-05-17,13.6,0.0,256.0,7.9,1024.5
2020-05-18,15.5,0.0,234.0,13.8,1024.4
2020-05-19,17.1,0.0,277.0,10.9,1023.2
2020-05-20,19.6,0.0,50.0,7.8,1022.4
2020-05-21,21.9,0.0,128.0,7.5,1020.2
2020-05-22,18.4,0.0,217.0,18.5,1018.5
2020-05-23,14.9,0.5,247.0,27.2,1024.4
2020-05-24,14.7,0.0,249.0,19.1,1030.5
2020-05-25,17.6,0.0,356.0,8.8,1034.1
2020-05-26,18.4,0.0,21.0,9.2,1034.9
2020-05-27,18.1,0.0,1.0,14.5,1034.2
2020-05-28,16.6,0.0,35.0,19.8,1032.2
2020-05-29,17.8,0.0,43.0,15.6,1026.6
2020-05-30,19.4,0.0,45.0,14.5,1021.7
2020-05-31,19.2,0.0,50.0,15.7,1020.9
2020-06-01,20.8,0.0,47.0,14.7,1020.2
2020-06-02,21.1,0.0,339.0,11.2,1017.1
2020-06-03,18.1,0.0,320.0,12.4,1007.2
2020-06-04,13.7,0.0,333.0,18.7,1000.7
2020-06-05,7.8,0.8,238.0,17.9,997.2
2020-06-06,12.1,11.4,227.0,26.3,1000.8
2020-06-07,14.1,1.5,262.0,16.3,1007.7
2020-06-08,12.6,0.0,319.0,14.9,1015.9
2020-06-09,13.6,1.0,357.0,14.3,1019.2
2020-06-10,14.1,0.0,76.0,6.2,1016.3
2020-06-11,12.9,0.3,49.0,12.1,1010.0
2020-06-12,17.1,3.8,89.0,14.2,1005.8
2020-06-13,19.4,0.8,144.0,10.0,1009.3
2020-06-14,18.9,0.0,200.0,9.6,1014.9
2020-06-15,19.2,0.0,163.0,10.6,1016.6
2020-06-16,15.9,0.0,172.0,10.2,1015.0
2020-06-17,13.2,0.5,358.0,6.4,1012.3
2020-06-18,16.8,14.7,224.0,9.4,1011.3
2020-06-19,16.4,4.6,215.0,12.4,1016.3
2020-06-20,17.8,0.0,205.0,5.4,1021.1
2020-06-21,16.8,0.0,191.0,12.9,1019.5
2020-06-22,17.8,1.5,254.0,9.9,1025.4
2020-06-23,21.6,0.0,63.0,7.9,1024.5
2020-06-24,25.4,0.0,67.0,14.5,1020.3
2020-06-25,25.6,0.0,79.0,12.8,1015.9
2020-06-26,21.2,0.5,152.0,10.6,1010.5
2020-06-27,18.6,14.2,209.0,16.0,1009.6
2020-06-28,17.7,3.6,231.0,21.4,1013.0
2020-06-29,15.9,0.3,225.0,23.6,1013.3
2020-06-30,16.9,0.0,210.0,19.2,1010.4
2020-07-01,15.9,12.7,224.0,19.6,1007.9
2020-07-02,17.7,0.8,232.0,20.3,1012.2
2020-07-03,17.4,0.3,231.0,19.6,1018.0
2020-07-04,17.7,1.0,205.0,21.8,1015.8
2020-07-05,18.1,0.8,234.0,34.1,1013.8
2020-07-06,15.7,0.5,264.0,19.9,1018.6
2020-07-07,16.8,0.0,247.0,11.8,1020.9
2020-07-08,16.2,0.8,230.0,15.4,1016.5
2020-07-09,19.7,2.0,241.0,21.3,1014.2
2020-07-10,17.0,0.5,295.0,18.6,1015.0
2020-07-11,15.7,1.3,289.0,12.6,1024.8
2020-07-12,17.0,0.3,27.0,11.1,1027.7
2020-07-13,19.5,0.0,346.0,10.4,1023.6
2020-07-14,16.6,,257.0,10.5,1016.4
2020-07-15,16.8,1.0,294.0,8.6,1015.6
2020-07-16,16.4,1.0,278.0,13.0,1018.9
2020-07-17,20.7,0.5,271.0,7.0,1021.0
2020-07-18,19.5,0.0,252.0,11.8,1019.1
2020-07-19,18.1,0.0,267.0,12.1,1017.1
2020-07-20,17.6,3.8,7.0,16.8,1020.8
2020-07-21,16.7,0.0,11.0,12.6,1024.9
2020-07-22,16.9,0.0,24.0,10.6,1024.0
2020-07-23,19.3,0.0,219.0,8.3,1017.8
2020-07-24,19.5,0.0,249.0,16.3,1013.6
2020-07-25,18.7,0.0,201.0,14.9,1011.3
2020-07-26,18.6,8.1,239.0,18.9,1011.8
2020-07-27,20.6,0.3,184.0,17.1,1011.6
2020-07-28,18.6,0.3,247.0,24.4,1013.8
2020-07-29,17.9,0.3,267.0,9.1,1020.1
2020-07-30,22.2,0.0,79.0,6.7,1019.2
2020-07-31,27.6,0.0,114.0,14.8,1013.8
2020-08-01,21.8,0.0,257.0,17.3,1015.4
2020-08-02,18.8,0.0,255.0,15.2,1016.6
2020-08-03,16.7,0.0,269.0,11.7,1014.9
2020-08-04,18.0,0.0,261.0,9.8,1017.4
2020-08-05,21.9,0.0,171.0,13.3,1015.5
2020-08-06,24.7,0.0,102.0,5.8,1017.5
2020-08-07,27.7,0.0,95.0,7.5,1018.3
2020-08-08,29.1,0.0,78.0,7.4,1018.0
2020-08-09,29.9,0.0,46.0,13.8,1015.5
2020-08-10,27.6,4.8,73.0,10.2,1013.3
2020-08-11,28.1,0.0,75.0,7.2,1013.6
2020-08-12,28.1,0.0,19.0,7.4,1012.6
2020-08-13,25.1,0.0,228.0,11.9,1011.5
2020-08-14,20.7,2.8,193.0,8.3,1012.8
2020-08-15,17.1,6.6,209.0,7.8,1014.2
2020-08-16,18.7,19.8,259.0,6.9,1010.7
2020-08-17,19.1,0.8,190.0,11.0,1009.4
2020-08-18,19.6,1.3,230.0,10.3,1011.0
2020-08-19,20.1,0.0,145.0,14.0,1007.6
2020-08-20,24.4,7.4,162.0,12.7,1005.1
2020-08-21,24.8,0.0,205.0,23.5,1007.4
2020-08-22,19.0,0.0,218.0,21.8,1015.3
2020-08-23,17.2,1.5,229.0,21.2,1017.6
2020-08-24,17.3,0.5,229.0,16.5,1017.0
2020-08-25,17.5,3.3,179.0,22.2,1008.7
2020-08-26,18.1,2.8,245.0,33.9,1012.2
2020-08-27,17.0,0.0,177.0,12.9,1014.1
2020-08-28,15.6,0.3,219.0,22.3,1002.2
2020-08-29,14.3,1.5,215.0,11.9,1004.4
2020-08-30,13.9,6.4,346.0,15.2,1011.6
2020-08-31,15.3,4.8,316.0,10.8,1019.9
2020-09-01,15.7,0.0,22.0,10.8,1020.0
2020-09-02,15.7,0.0,299.0,5.5,1019.8
2020-09-03,18.1,0.3,207.0,15.4,1019.1
2020-09-04,18.8,0.5,258.0,15.1,1021.3
2020-09-05,16.1,1.3,274.0,14.1,1020.5
2020-09-06,14.7,0.0,281.0,8.2,1020.9
2020-09-07,15.8,0.3,224.0,9.9,1024.2
2020-09-08,17.7,0.0,212.0,13.6,1025.7
2020-09-09,20.2,0.0,256.0,13.6,1022.9
2020-09-10,18.2,0.3,36.0,11.6,1022.1
2020-09-11,17.4,0.0,346.0,7.8,1017.6
2020-09-12,16.1,0.0,237.0,10.7,1020.4
2020-09-13,18.1,0.3,188.0,6.4,1025.1
2020-09-14,21.8,0.0,79.0,7.0,1022.2
2020-09-15,24.8,0.0,109.0,7.5,1018.2
2020-09-16,21.2,0.0,343.0,13.6,1020.6
2020-09-17,16.7,0.0,35.0,22.9,1026.0
2020-09-18,17.1,0.0,45.0,17.7,1021.0
2020-09-19,21.1,0.0,70.0,13.3,1015.6
2020-09-20,20.3,0.0,28.0,14.3,1015.8
2020-09-21,16.9,0.0,349.0,9.1,1016.1
2020-09-22,16.7,0.3,246.0,7.7,1011.3
2020-09-23,17.1,0.0,185.0,17.6,1004.1
2020-09-24,12.8,2.0,195.0,24.4,1000.5
2020-09-25,10.4,0.3,241.0,28.2,998.0
2020-09-26,9.9,0.0,287.0,33.3,1003.5
2020-09-27,14.6,,339.0,26.4,1003.5
2020-09-28,13.5,,268.0,14.3,1010.4
2020-09-29,14.3,,215.0,9.0,1016.0
2020-09-30,16.1,0.0,167.0,14.4,1012.5
2020-10-01,13.6,2.5,177.0,18.1,1000.4
2020-10-02,12.3,10.2,83.0,19.1,990.3
2020-10-03,12.2,9.7,154.0,13.1,988.3
2020-10-04,12.0,1.5,177.0,28.3,988.3
2020-10-05,10.1,7.1,194.0,23.5,996.6
2020-10-06,9.7,4.8,217.0,25.6,1000.5
2020-10-07,12.5,14.2,237.0,18.7,1012.3
2020-10-08,14.7,0.3,211.0,24.2,1014.8
2020-10-09,12.7,1.5,253.0,11.2,1018.6
2020-10-10,9.9,2.3,254.0,18.3,1021.7
2020-10-11,8.4,6.9,286.0,15.9,1022.3
2020-10-12,10.4,2.8,240.0,9.9,1021.1
2020-10-13,9.4,1.0,128.0,17.7,1010.7
2020-10-14,9.2,7.9,33.0,17.7,1017.2
2020-10-15,9.6,0.3,16.0,17.7,1020.8
2020-10-16,10.1,0.0,20.0,13.3,1022.8
2020-10-17,8.8,0.0,62.0,5.0,1021.6
2020-10-18,10.6,0.3,263.0,9.2,1022.9
2020-10-19,10.3,0.0,143.0,11.1,1019.7
2020-10-20,12.7,,161.0,20.8,1007.5
2020-10-21,16.2,9.1,174.0,29.7,1001.5
2020-10-22,13.6,1.8,202.0,13.5,1010.7
2020-10-23,12.8,0.3,190.0,10.9,1011.1
2020-10-24,14.2,0.0,185.0,26.9,1009.8
2020-10-25,11.5,6.6,183.0,24.9,1001.2
2020-10-26,9.7,0.3,198.0,22.1,1001.2
2020-10-27,9.9,0.8,186.0,23.3,1003.1
2020-10-28,9.5,2.8,207.0,24.0,1006.5
2020-10-29,11.7,12.2,210.0,22.5,1015.2
2020-10-30,14.4,3.0,204.0,19.5,1020.3
2020-10-31,13.7,0.0,180.0,20.4,1017.4
2020-11-01,14.9,1.8,187.0,24.4,1010.2
2020-11-02,15.7,1.5,213.0,32.9,1009.7
2020-11-03,8.7,3.3,207.0,21.6,1022.0
2020-11-04,6.6,1.0,257.0,6.0,1032.4
2020-11-05,5.2,0.3,25.0,5.3,1038.5
2020-11-06,6.6,0.3,66.0,10.9,1030.4
2020-11-07,8.8,0.0,111.0,8.7,1021.9
2020-11-08,11.9,0.3,132.0,11.7,1020.3
2020-11-09,13.1,0.0,133.0,8.4,1021.5
2020-11-10,9.8,0.3,138.0,3.8,1024.8
2020-11-11,11.2,3.3,151.0,13.1,1022.5
2020-11-12,8.9,2.3,188.0,18.5,1016.9
2020-11-13,10.4,0.3,177.0,14.9,1015.6
2020-11-14,12.8,0.8,166.0,18.6,1013.5
2020-11-15,11.8,0.3,185.0,31.6,1003.5
2020-11-16,10.4,10.2,218.0,20.6,1014.4
2020-11-17,11.8,1.0,197.0,21.3,1024.2
2020-11-18,12.3,0.0,172.0,18.5,1020.9
2020-11-19,9.3,0.3,268.0,20.6,1025.0
2020-11-20,5.3,2.3,219.0,10.4,1035.2
2020-11-21,8.8,0.3,191.0,20.9,1030.3
2020-11-22,9.8,0.0,215.0,12.5,1027.1
2020-11-23,8.8,1.8,210.0,6.0,1028.2
2020-11-24,7.7,0.3,163.0,15.7,1021.8
2020-11-25,6.9,0.0,161.0,16.1,1016.0
2020-11-26,7.8,0.0,148.0,4.7,1020.1
2020-11-27,7.0,0.0,80.0,6.3,1018.7
2020-11-28,6.6,0.5,53.0,9.4,1018.6
2020-11-29,3.1,0.0,50.0,11.8,1025.1
2020-11-30,3.6,0.0,193.0,13.8,1024.5
2020-12-01,7.9,7.4,322.0,23.2,1019.4
2020-12-02,6.3,1.0,261.0,7.9,1017.3
2020-12-03,6.1,2.0,175.0,22.3,996.2
2020-12-04,5.4,7.4,170.0,27.5,981.0
2020-12-05,3.9,0.0,132.0,16.4,994.2
2020-12-06,2.2,0.0,55.0,7.0,1000.2
2020-12-07,0.1,0.0,159.0,9.9,999.5
2020-12-08,1.6,0.5,296.0,7.1,1003.6
2020-12-09,2.6,0.0,168.0,15.3,1008.8
2020-12-10,3.6,0.0,139.0,16.7,1004.1
2020-12-11,5.5,0.5,155.0,16.6,991.0
2020-12-12,7.6,6.9,250.0,12.6,997.5
2020-12-13,5.6,0.3,176.0,18.3,1008.0
2020-12-14,9.6,2.3,172.0,23.5,1004.9
2020-12-15,9.2,3.3,179.0,13.1,1009.0
2020-12-16,7.4,0.5,152.0,16.7,1013.0
2020-12-17,8.9,3.3,191.0,17.5,1017.6
2020-12-18,8.9,0.0,167.0,21.6,1018.1
2020-12-19,8.9,0.0,167.0,22.9,1011.6
2020-12-20,8.7,1.3,187.0,18.7,1016.6
2020-12-21,9.1,0.8,172.0,23.7,1013.4
2020-12-22,12.7,6.1,214.0,20.1,1013.0
2020-12-23,9.1,4.8,188.0,19.3,1009.1
2020-12-24,5.9,14.5,309.0,21.3,1013.8
2020-12-25,3.8,4.8,304.0,13.8,1026.4
2020-12-26,3.9,2.0,207.0,22.8,1021.7
2020-12-27,5.6,0.3,190.0,35.4,985.0
2020-12-28,3.2,15.7,145.0,13.3,975.8
2020-12-29,2.7,0.0,214.0,8.7,988.5
2020-12-30,3.2,0.3,238.0,11.7,1002.1
2020-12-31,2.6,4.3,318.0,9.7,1003.2
2021-01-01,1.2,0.5,265.0,8.4,1010.2
2021-01-02,1.3,0.0,162.0,4.3,1014.1
2021-01-03,2.9,0.5,42.0,10.5,1015.4
2021-01-04,2.6,1.0,28.0,18.0,1015.8
2021-01-05,2.7,0.3,32.0,16.5,1016.5
2021-01-06,2.2,0.0,11.0,9.4,1017.3
2021-01-07,1.9,1.4,287.0,11.1,1015.9
2021-01-08,1.0,0.3,272.0,10.4,1017.7
2021-01-09,-1.0,0.0,9.0,3.7,1024.9
2021-01-10,0.1,0.0,245.0,6.2,1026.2
2021-01-11,4.5,0.1,221.0,18.0,1020.2
2021-01-12,6.9,11.5,294.0,21.1,1012.8
2021-01-13,2.7,4.4,270.0,8.9,1018.9
2021-01-14,2.0,21.3,82.0,15.5,1017.1
2021-01-15,-0.4,0.0,8.0,11.1,1027.9
2021-01-16,-1.1,7.7,193.0,13.9,1023.7
2021-01-17,4.1,0.7,294.0,15.3,1021.1
2021-01-18,4.0,0.1,232.0,15.8,1023.6
2021-01-19,7.5,4.2,215.0,28.8,1010.4
2021-01-20,8.7,1.3,196.0,31.3,997.1
2021-01-21,8.0,10.0,207.0,31.0,988.9
2021-01-22,3.9,2.2,235.0,11.5,993.0
2021-01-23,2.8,2.4,222.0,12.6,995.1
2021-01-24,0.5,1.6,213.0,15.7,998.2
2021-01-25,1.7,0.2,288.0,12.3,1005.8
2021-01-26,2.0,0.3,237.0,15.8,1018.3
2021-01-27,5.3,5.1,224.0,14.8,1012.4
2021-01-28,9.9,13.7,239.0,20.9,1004.6
2021-01-29,8.9,11.3,254.0,24.9,998.7
2021-01-30,5.0,11.8,84.0,17.6,998.5
2021-01-31,2.0,1.7,81.0,16.2,998.5
2021-02-01,4.7,2.0,341.0,7.7,994.7
2021-02-02,8.6,4.1,209.0,19.2,999.6
2021-02-03,9.3,8.7,229.0,22.5,998.1
2021-02-04,6.5,0.4,181.0,12.4,1011.2
2021-02-05,7.0,0.0,193.0,9.8,1010.5
2021-02-06,5.8,3.1,76.0,12.5,1005.8
2021-02-07,-1.0,1.8,16.0,13.9,997.7
2021-02-08,-4.1,2.7,27.0,16.0,1000.0
2021-02-09,-5.3,0.0,56.0,18.5,1006.1
2021-02-10,-4.5,0.0,46.0,17.1,1013.4
2021-02-11,-3.7,0.0,80.0,13.1,1027.6
2021-02-12,-4.1,0.0,74.0,19.1,1030.7
2021-02-13,-3.4,0.0,103.0,19.2,1035.3
2021-02-14,-0.3,0.0,153.0,22.1,1032.4
2021-02-15,4.2,4.0,190.0,21.6,1023.8
2021-02-16,7.2,1.8,196.0,22.3,1015.5
2021-02-17,8.7,0.0,210.0,22.7,1015.6
2021-02-18,8.2,5.7,195.0,22.5,1009.0
